no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
438,alat tubuh manusia dan hewan,sistem pencernaan manusia,kenapa makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,42,217,239,6,30,lainnya,Mudah
439,alat tubuh manusia dan hewan,sistem pencernaan manusia,apa alasan makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,46,217,239,7,30,apa,Sedang
440,alat tubuh manusia dan hewan,sistem pencernaan manusia,mengapa makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,43,217,239,6,30,mengapa,Mudah
441,alat tubuh manusia dan hewan,sistem pencernaan manusia,kenapa kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,44,223,234,7,31,lainnya,Sedang
442,alat tubuh manusia dan hewan,sistem pencernaan manusia,apa alasan kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,48,223,234,8,31,apa,Sedang
443,alat tubuh manusia dan hewan,sistem pencernaan manusia,mengapa kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,223,234,7,31,mengapa,Sedang
444,alat tubuh manusia dan hewan,sistem pencernaan manusia,bagian tubuh mana yang menyerap sari makanan?,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,223,232,7,33,lainnya,Sedang
445,alat tubuh manusia dan hewan,sistem pencernaan manusia,di bagian tubuh mana menyerap sari makanan?,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,43,223,232,7,33,lainnya,Sedang
446,alat tubuh manusia dan hewan,sistem pencernaan manusia,sebutkan bagian tubuh yang menyerap sari makanan.,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,49,223,232,7,33,sebutkan,Sedang
447,alat tubuh manusia dan hewan,kesehatan,kenapa kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,40,235,227,6,32,lainnya,Mudah
448,alat tubuh manusia dan hewan,kesehatan,apa alasan kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,44,235,227,7,32,apa,Sedang
449,alat tubuh manusia dan hewan,kesehatan,mengapa kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,41,235,227,6,32,mengapa,Mudah
450,alat tubuh manusia dan hewan,kesehatan,apa yang terjadi kalau tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,48,220,213,7,29,apa,Sedang
451,alat tubuh manusia dan hewan,kesehatan,apa akibatnya jika tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,44,220,213,6,29,apa,Mudah
452,alat tubuh manusia dan hewan,kesehatan,bagaimana kondisi jika tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,48,220,213,6,29,bagaimana,Mudah
453,alat tubuh manusia dan hewan,sistem peredaran darah,kenapa jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,227,201,6,33,lainnya,Mudah
454,alat tubuh manusia dan hewan,sistem peredaran darah,apa alasan jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,49,227,201,7,33,apa,Sedang
455,alat tubuh manusia dan hewan,sistem peredaran darah,mengapa jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,46,227,201,6,33,mengapa,Mudah
456,alat tubuh manusia dan hewan,sistem peredaran darah,apa yang terjadi kalau aliran darah tidak lancar?,"jika aliran darah tidak lancar, maka oksigen dan nutrisi tidak dapat sampai ke seluruh tubuh dengan baik. hal ini bisa menyebabkan tubuh menjadi lemah, pusing, bahkan bisa menimbulkan penyakit serius seperti stroke.","kurang olahraga bisa membuat peredaran darah tidak lancar. misalnya jika seseorang jarang bergerak, aliran darah bisa menjadi kurang lancar dan tubuh terasa lemas. karena itu, peredaran darah perlu dijaga.",peredaran darah penting untuk distribusi oksigen dan nutrisi. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,49,215,218,8,32,apa,Sedang
457,alat tubuh manusia dan hewan,sistem peredaran darah,apa akibatnya jika aliran darah tidak lancar?,"jika aliran darah tidak lancar, maka oksigen dan nutrisi tidak dapat sampai ke seluruh tubuh dengan baik. hal ini bisa menyebabkan tubuh menjadi lemah, pusing, bahkan bisa menimbulkan penyakit serius seperti stroke.","kurang olahraga bisa membuat peredaran darah tidak lancar. misalnya jika seseorang jarang bergerak, aliran darah bisa menjadi kurang lancar dan tubuh terasa lemas. karena itu, peredaran darah perlu dijaga.",peredaran darah penting untuk distribusi oksigen dan nutrisi. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,215,218,7,32,apa,Sedang
